productID,productName,supplierID,categoryID,unitPrice
626615,Product626615,28,363,76
626616,Product626616,22,256,99
626617,Product626617,2,461,169
626618,Product626618,23,432,172
626619,Product626619,20,450,72
626620,Product626620,5,191,2
626621,Product626621,15,100,114
626622,Product626622,8,129,165
626623,Product626623,22,162,26
626624,Product626624,27,273,65
626625,Product626625,12,485,39
626626,Product626626,8,164,101
626627,Product626627,12,244,99
626628,Product626628,11,82,3
626629,Product626629,6,174,108
626630,Product626630,6,415,6
626631,Product626631,3,140,111
626632,Product626632,7,41,127
626633,Product626633,6,265,197
626634,Product626634,22,404,181
626635,Product626635,18,127,79
626636,Product626636,14,285,193
626637,Product626637,22,276,130
626638,Product626638,21,264,29
626639,Product626639,4,104,19
626640,Product626640,16,406,190
626641,Product626641,26,134,100
626642,Product626642,1,189,52
626643,Product626643,12,255,63
626644,Product626644,12,369,57
626645,Product626645,9,423,67
626646,Product626646,29,407,8
626647,Product626647,19,22,52
626648,Product626648,11,320,6
626649,Product626649,15,213,45
626650,Product626650,22,363,146
626651,Product626651,10,417,168
626652,Product626652,6,456,51
626653,Product626653,4,263,134
626654,Product626654,25,297,193
626655,Product626655,22,455,179
626656,Product626656,10,164,81
626657,Product626657,24,332,41
626658,Product626658,5,491,19
626659,Product626659,14,444,37
626660,Product626660,21,305,5
626661,Product626661,5,173,189
626662,Product626662,20,122,108
626663,Product626663,7,234,134
626664,Product626664,11,371,161
626665,Product626665,9,396,162
626666,Product626666,23,461,26
626667,Product626667,26,122,149
626668,Product626668,15,311,96
626669,Product626669,10,68,107
626670,Product626670,8,287,10
626671,Product626671,20,498,195
626672,Product626672,16,7,97
626673,Product626673,11,22,175
626674,Product626674,8,14,15
626675,Product626675,24,84,67
626676,Product626676,3,464,191
626677,Product626677,18,47,138
626678,Product626678,20,3,45
626679,Product626679,13,370,111
626680,Product626680,16,279,111
626681,Product626681,10,369,147
626682,Product626682,12,115,165
626683,Product626683,16,420,40
626684,Product626684,25,361,44
626685,Product626685,24,444,41
626686,Product626686,12,400,143
626687,Product626687,25,420,59
626688,Product626688,25,430,12
626689,Product626689,11,40,25
626690,Product626690,10,441,13
626691,Product626691,10,412,188
626692,Product626692,23,228,188
626693,Product626693,3,63,84
626694,Product626694,23,241,87
626695,Product626695,20,277,96
626696,Product626696,24,135,114
626697,Product626697,25,226,48
626698,Product626698,11,499,174
626699,Product626699,2,177,4
626700,Product626700,18,450,73
626701,Product626701,5,259,18
626702,Product626702,11,333,154
626703,Product626703,2,484,133
626704,Product626704,7,113,137
626705,Product626705,1,187,15
626706,Product626706,2,490,34
626707,Product626707,22,370,172
626708,Product626708,11,279,53
626709,Product626709,3,425,199
626710,Product626710,20,475,13
626711,Product626711,26,226,17
626712,Product626712,29,55,113
626713,Product626713,23,393,130
626714,Product626714,4,148,126
626715,Product626715,20,52,178
626716,Product626716,19,344,48
626717,Product626717,19,174,153
626718,Product626718,10,234,118
626719,Product626719,1,70,52
626720,Product626720,7,273,199
626721,Product626721,4,50,74
626722,Product626722,3,224,63
626723,Product626723,9,472,77
626724,Product626724,24,311,113
626725,Product626725,3,382,105
626726,Product626726,8,342,126
626727,Product626727,9,167,81
626728,Product626728,28,151,83
626729,Product626729,27,80,14
626730,Product626730,7,195,107
626731,Product626731,26,130,28
626732,Product626732,3,263,175
626733,Product626733,20,24,133
626734,Product626734,19,214,68
626735,Product626735,12,26,196
626736,Product626736,9,208,185
626737,Product626737,7,98,184
626738,Product626738,15,369,76
626739,Product626739,17,149,45
626740,Product626740,3,77,42
626741,Product626741,1,347,173
626742,Product626742,19,147,9
626743,Product626743,20,408,117
626744,Product626744,27,113,191
626745,Product626745,22,459,186
626746,Product626746,8,390,12
626747,Product626747,6,424,161
626748,Product626748,11,382,106
626749,Product626749,8,255,44
626750,Product626750,23,143,62
626751,Product626751,27,243,116
626752,Product626752,7,69,111
626753,Product626753,5,228,63
626754,Product626754,21,417,14
626755,Product626755,24,168,23
626756,Product626756,18,438,31
626757,Product626757,9,398,140
626758,Product626758,2,399,124
626759,Product626759,9,264,157
626760,Product626760,19,276,150
626761,Product626761,6,341,21
626762,Product626762,15,34,24
626763,Product626763,6,112,14
626764,Product626764,20,87,81
626765,Product626765,4,349,198
626766,Product626766,13,389,24
626767,Product626767,9,138,160
626768,Product626768,15,352,27
626769,Product626769,4,276,48
626770,Product626770,16,474,65
626771,Product626771,24,474,190
626772,Product626772,23,141,104
626773,Product626773,22,384,187
626774,Product626774,15,439,152
626775,Product626775,29,249,73
626776,Product626776,2,242,184
626777,Product626777,27,1,124
626778,Product626778,27,395,105
626779,Product626779,7,206,51
626780,Product626780,6,222,136
626781,Product626781,1,50,102
626782,Product626782,11,469,127
626783,Product626783,13,7,129
626784,Product626784,8,46,187
626785,Product626785,23,322,190
626786,Product626786,9,478,169
626787,Product626787,23,431,82
626788,Product626788,10,20,28
626789,Product626789,3,450,80
626790,Product626790,3,453,133
626791,Product626791,20,179,84
626792,Product626792,16,317,148
626793,Product626793,25,70,79
626794,Product626794,1,417,112
626795,Product626795,15,319,136
626796,Product626796,9,333,125
626797,Product626797,26,174,125
626798,Product626798,16,348,6
626799,Product626799,5,49,185
626800,Product626800,9,349,184
626801,Product626801,25,34,191
626802,Product626802,27,419,37
626803,Product626803,22,85,156
626804,Product626804,20,272,152
626805,Product626805,6,459,153
626806,Product626806,4,143,6
626807,Product626807,13,344,196
626808,Product626808,16,213,161
626809,Product626809,29,246,71
626810,Product626810,17,34,134
626811,Product626811,12,111,100
626812,Product626812,23,185,143
626813,Product626813,25,373,88
626814,Product626814,15,459,140
626815,Product626815,21,348,39
626816,Product626816,5,110,11
626817,Product626817,24,188,136
626818,Product626818,5,436,55
626819,Product626819,22,222,58
626820,Product626820,5,311,59
626821,Product626821,1,453,93
626822,Product626822,29,194,40
626823,Product626823,27,352,23
626824,Product626824,5,339,10
626825,Product626825,20,210,152
626826,Product626826,5,356,123
626827,Product626827,22,374,155
626828,Product626828,24,120,151
626829,Product626829,18,421,99
626830,Product626830,8,303,161
626831,Product626831,11,430,114
626832,Product626832,17,117,88
626833,Product626833,29,170,94
626834,Product626834,27,162,75
626835,Product626835,28,482,152
626836,Product626836,10,198,110
626837,Product626837,15,232,165
626838,Product626838,11,231,42
626839,Product626839,19,226,42
626840,Product626840,7,356,181
626841,Product626841,29,191,104
626842,Product626842,19,238,97
626843,Product626843,21,298,200
626844,Product626844,16,156,15
626845,Product626845,26,485,166
626846,Product626846,10,131,96
626847,Product626847,7,209,181
626848,Product626848,22,294,49
626849,Product626849,13,491,29
626850,Product626850,20,479,70
626851,Product626851,4,46,42
626852,Product626852,8,424,155
626853,Product626853,7,210,190
626854,Product626854,13,33,117
626855,Product626855,23,214,145
626856,Product626856,19,166,33
626857,Product626857,23,18,11
626858,Product626858,14,34,133
626859,Product626859,6,374,156
626860,Product626860,5,31,132
626861,Product626861,6,461,29
626862,Product626862,22,355,198
626863,Product626863,3,76,167
626864,Product626864,12,380,107
626865,Product626865,4,298,106
626866,Product626866,21,158,53
626867,Product626867,23,145,25
626868,Product626868,19,353,184
626869,Product626869,11,376,88
626870,Product626870,26,105,68
626871,Product626871,1,187,44
626872,Product626872,18,338,84
626873,Product626873,9,367,156
626874,Product626874,1,370,164
626875,Product626875,23,441,26
626876,Product626876,12,14,110
626877,Product626877,15,159,150
626878,Product626878,21,58,76
626879,Product626879,12,148,120
626880,Product626880,23,18,163
626881,Product626881,25,90,12
626882,Product626882,20,433,196
626883,Product626883,26,309,157
626884,Product626884,16,222,126
626885,Product626885,17,223,143
626886,Product626886,11,409,100
626887,Product626887,15,184,83
626888,Product626888,10,321,167
626889,Product626889,17,120,147
626890,Product626890,29,251,132
626891,Product626891,26,447,97
626892,Product626892,28,144,155
626893,Product626893,5,378,7
626894,Product626894,16,132,141
626895,Product626895,20,210,23
626896,Product626896,21,472,189
626897,Product626897,5,461,145
626898,Product626898,26,51,178
626899,Product626899,22,143,168
626900,Product626900,8,425,90
626901,Product626901,21,216,64
626902,Product626902,17,293,44
626903,Product626903,17,228,38
626904,Product626904,2,187,88
626905,Product626905,1,454,22
626906,Product626906,29,415,100
626907,Product626907,12,392,60
626908,Product626908,18,418,35
626909,Product626909,18,249,65
626910,Product626910,15,45,190
626911,Product626911,4,348,27
626912,Product626912,23,4,53
626913,Product626913,24,75,151
626914,Product626914,8,439,130
626915,Product626915,6,20,134
626916,Product626916,23,252,88
626917,Product626917,11,231,38
626918,Product626918,7,185,170
626919,Product626919,23,330,89
626920,Product626920,26,62,24
626921,Product626921,16,28,198
626922,Product626922,29,204,55
626923,Product626923,26,257,51
626924,Product626924,16,291,5
626925,Product626925,26,248,13
626926,Product626926,15,393,72
626927,Product626927,12,271,150
626928,Product626928,21,379,144
626929,Product626929,15,259,129
626930,Product626930,28,273,159
626931,Product626931,19,151,70
626932,Product626932,12,54,129
626933,Product626933,18,400,107
626934,Product626934,29,229,40
626935,Product626935,28,294,151
626936,Product626936,25,284,164
626937,Product626937,3,311,18
626938,Product626938,25,436,157
626939,Product626939,16,317,78
626940,Product626940,23,185,13
626941,Product626941,28,283,63
626942,Product626942,18,479,162
626943,Product626943,8,279,88
626944,Product626944,26,279,49
626945,Product626945,12,210,46
626946,Product626946,11,346,164
626947,Product626947,8,132,31
626948,Product626948,3,396,163
626949,Product626949,22,119,153
626950,Product626950,16,320,47
626951,Product626951,20,272,76
626952,Product626952,3,74,155
626953,Product626953,21,253,128
626954,Product626954,12,374,45
626955,Product626955,8,68,109
626956,Product626956,8,349,144
626957,Product626957,8,480,169
626958,Product626958,6,276,130
626959,Product626959,6,241,69
626960,Product626960,18,123,17
626961,Product626961,25,21,93
626962,Product626962,15,19,155
626963,Product626963,27,87,112
626964,Product626964,6,475,132
626965,Product626965,9,475,4
626966,Product626966,11,144,111
626967,Product626967,21,457,49
626968,Product626968,15,77,75
626969,Product626969,28,111,131
626970,Product626970,25,267,188
626971,Product626971,10,261,30
626972,Product626972,20,473,46
626973,Product626973,28,103,106
626974,Product626974,3,349,97
626975,Product626975,2,260,16
626976,Product626976,26,391,47
626977,Product626977,28,500,62
626978,Product626978,26,479,35
626979,Product626979,28,152,161
626980,Product626980,11,218,32
626981,Product626981,14,152,2
626982,Product626982,12,185,164
626983,Product626983,18,339,127
626984,Product626984,4,207,54
626985,Product626985,22,288,122
626986,Product626986,14,111,21
626987,Product626987,8,320,48
626988,Product626988,5,207,92
626989,Product626989,27,449,164
626990,Product626990,18,216,71
626991,Product626991,12,322,21
626992,Product626992,27,113,188
626993,Product626993,7,481,157
626994,Product626994,3,41,15
626995,Product626995,17,382,69
626996,Product626996,3,453,35
626997,Product626997,17,24,131
626998,Product626998,13,296,67
626999,Product626999,12,206,108
627000,Product627000,16,357,1
627001,Product627001,2,394,63
627002,Product627002,27,39,156
627003,Product627003,21,116,6
627004,Product627004,11,401,52
627005,Product627005,6,73,29
627006,Product627006,29,440,134
627007,Product627007,1,496,86
627008,Product627008,16,276,165
627009,Product627009,25,219,174
627010,Product627010,13,498,113
627011,Product627011,4,340,35
627012,Product627012,25,168,100
627013,Product627013,28,187,166
627014,Product627014,11,268,131
627015,Product627015,22,259,180
627016,Product627016,3,183,88
627017,Product627017,14,270,143
627018,Product627018,7,91,10
627019,Product627019,15,459,164
627020,Product627020,21,364,17
627021,Product627021,8,420,2
627022,Product627022,15,127,45
627023,Product627023,26,492,172
627024,Product627024,8,266,165
627025,Product627025,13,237,109
627026,Product627026,20,45,98
627027,Product627027,8,478,109
627028,Product627028,23,466,90
627029,Product627029,6,438,47
627030,Product627030,28,254,187
627031,Product627031,7,194,50
627032,Product627032,4,80,20
627033,Product627033,19,366,61
627034,Product627034,2,27,124
627035,Product627035,18,63,93
627036,Product627036,16,15,69
627037,Product627037,24,332,46
627038,Product627038,10,100,36
627039,Product627039,11,68,59
627040,Product627040,4,36,151
627041,Product627041,17,444,165
627042,Product627042,27,198,45
627043,Product627043,20,76,161
627044,Product627044,19,272,13
627045,Product627045,28,189,15
627046,Product627046,13,171,83
627047,Product627047,11,493,105
627048,Product627048,17,431,129
627049,Product627049,16,119,164
627050,Product627050,5,378,86
627051,Product627051,17,421,101
627052,Product627052,23,208,126
627053,Product627053,10,314,54
627054,Product627054,17,494,90
627055,Product627055,12,431,86
627056,Product627056,18,297,156
627057,Product627057,25,15,134
627058,Product627058,9,422,119
627059,Product627059,5,418,66
627060,Product627060,17,474,119
627061,Product627061,13,451,55
627062,Product627062,22,288,39
627063,Product627063,1,41,123
627064,Product627064,5,87,115
627065,Product627065,7,114,193
627066,Product627066,8,75,122
627067,Product627067,6,266,65
627068,Product627068,11,164,151
627069,Product627069,24,297,104
627070,Product627070,7,69,106
627071,Product627071,14,9,128
627072,Product627072,5,440,105
627073,Product627073,8,72,27
627074,Product627074,20,197,34
627075,Product627075,23,441,92
627076,Product627076,16,495,55
627077,Product627077,21,26,164
627078,Product627078,27,307,7
627079,Product627079,9,114,31
627080,Product627080,6,384,24
627081,Product627081,13,112,169
627082,Product627082,22,369,89
627083,Product627083,6,163,10
627084,Product627084,21,11,94
627085,Product627085,20,208,48
627086,Product627086,18,497,112
627087,Product627087,2,50,147
627088,Product627088,11,403,126
627089,Product627089,11,140,128
627090,Product627090,27,250,19
627091,Product627091,19,385,31
627092,Product627092,3,368,195
627093,Product627093,26,95,99
627094,Product627094,15,133,126
627095,Product627095,16,194,27
627096,Product627096,6,152,130
627097,Product627097,18,320,78
627098,Product627098,17,79,62
627099,Product627099,15,303,44
627100,Product627100,4,488,29
627101,Product627101,5,160,96
627102,Product627102,17,387,15
627103,Product627103,8,292,23
627104,Product627104,22,116,198
627105,Product627105,3,55,71
627106,Product627106,23,435,165
627107,Product627107,13,20,186
627108,Product627108,21,337,78
627109,Product627109,22,180,167
627110,Product627110,18,206,75
627111,Product627111,13,408,6
627112,Product627112,5,108,86
627113,Product627113,6,81,194
627114,Product627114,19,185,57
627115,Product627115,5,196,142
627116,Product627116,4,46,69
627117,Product627117,26,390,85
627118,Product627118,25,353,126
627119,Product627119,6,74,93
627120,Product627120,6,316,171
627121,Product627121,12,242,70
627122,Product627122,1,327,174
627123,Product627123,13,15,182
627124,Product627124,25,215,50
627125,Product627125,18,217,11
627126,Product627126,12,383,123
627127,Product627127,5,21,162
627128,Product627128,28,420,69
627129,Product627129,2,67,12
627130,Product627130,18,83,17
627131,Product627131,9,211,130
627132,Product627132,11,92,36
627133,Product627133,1,123,34
627134,Product627134,28,328,3
627135,Product627135,6,52,81
627136,Product627136,18,417,66
627137,Product627137,19,450,167
627138,Product627138,10,105,28
627139,Product627139,17,128,148
627140,Product627140,26,440,22
627141,Product627141,25,494,111
627142,Product627142,20,198,73
627143,Product627143,10,316,72
627144,Product627144,26,197,68
627145,Product627145,6,8,14
627146,Product627146,7,328,144
627147,Product627147,10,135,167
627148,Product627148,3,136,128
627149,Product627149,14,482,185
627150,Product627150,11,260,127
627151,Product627151,12,106,15
627152,Product627152,29,296,45
627153,Product627153,13,288,23
627154,Product627154,6,411,190
627155,Product627155,5,490,38
627156,Product627156,2,327,28
627157,Product627157,24,228,55
627158,Product627158,17,214,39
627159,Product627159,6,422,50
627160,Product627160,21,293,155
627161,Product627161,17,172,26
627162,Product627162,16,451,23
627163,Product627163,19,446,163
627164,Product627164,29,312,200
627165,Product627165,26,318,142
627166,Product627166,28,445,1
627167,Product627167,2,414,159
627168,Product627168,12,145,91
627169,Product627169,16,340,187
627170,Product627170,12,144,98
627171,Product627171,20,225,45
627172,Product627172,4,19,118
627173,Product627173,18,54,68
627174,Product627174,3,299,125
627175,Product627175,13,350,44
627176,Product627176,14,196,184
627177,Product627177,1,24,69
627178,Product627178,18,497,35
627179,Product627179,18,61,166
627180,Product627180,8,415,41
627181,Product627181,14,370,6
627182,Product627182,17,208,92
627183,Product627183,2,163,122
627184,Product627184,12,165,173
627185,Product627185,2,20,46
627186,Product627186,19,159,94
627187,Product627187,27,428,53
627188,Product627188,21,410,128
627189,Product627189,1,237,62
627190,Product627190,29,285,50
627191,Product627191,4,100,87
627192,Product627192,15,410,60
627193,Product627193,27,290,79
627194,Product627194,19,444,45
627195,Product627195,19,427,85
627196,Product627196,6,89,71
627197,Product627197,10,329,85
627198,Product627198,8,17,144
627199,Product627199,28,416,61
627200,Product627200,26,320,171
627201,Product627201,22,236,185
627202,Product627202,24,183,80
627203,Product627203,5,170,191
627204,Product627204,7,427,190
627205,Product627205,2,216,154
627206,Product627206,5,26,166
627207,Product627207,16,7,35
627208,Product627208,9,238,2
627209,Product627209,8,356,175
627210,Product627210,29,246,37
627211,Product627211,7,484,130
627212,Product627212,14,269,117
627213,Product627213,15,491,20
627214,Product627214,14,246,86
627215,Product627215,15,133,66
627216,Product627216,1,311,114
627217,Product627217,11,119,41
627218,Product627218,9,435,23
627219,Product627219,18,112,83
627220,Product627220,20,342,56
627221,Product627221,2,189,117
627222,Product627222,27,480,119
627223,Product627223,25,380,4
627224,Product627224,20,80,90
627225,Product627225,6,500,196
627226,Product627226,15,101,170
627227,Product627227,12,7,53
627228,Product627228,6,437,104
627229,Product627229,20,108,84
627230,Product627230,4,190,55
627231,Product627231,9,298,65
627232,Product627232,10,190,37
627233,Product627233,24,27,118
627234,Product627234,25,368,112
627235,Product627235,25,320,62
627236,Product627236,9,200,50
627237,Product627237,7,152,53
627238,Product627238,29,411,2
627239,Product627239,19,210,102
627240,Product627240,19,20,9
627241,Product627241,4,465,16
627242,Product627242,1,47,98
627243,Product627243,28,328,47
627244,Product627244,22,262,171
627245,Product627245,27,197,112
627246,Product627246,24,128,79
627247,Product627247,28,494,51
627248,Product627248,25,250,83
627249,Product627249,15,400,7
627250,Product627250,25,277,28
627251,Product627251,7,478,65
627252,Product627252,23,429,28
627253,Product627253,29,323,123
627254,Product627254,3,316,91
627255,Product627255,2,450,16
627256,Product627256,15,345,48
627257,Product627257,18,480,56
627258,Product627258,26,27,120
627259,Product627259,5,345,80
627260,Product627260,3,230,141
627261,Product627261,27,360,74
627262,Product627262,13,35,21
627263,Product627263,22,445,113
627264,Product627264,3,4,95
627265,Product627265,12,453,162
627266,Product627266,1,180,51
627267,Product627267,19,341,53
627268,Product627268,13,306,98
627269,Product627269,1,212,183
627270,Product627270,17,89,65
627271,Product627271,24,458,175
627272,Product627272,25,430,9
627273,Product627273,7,148,31
627274,Product627274,6,131,49
627275,Product627275,11,463,170
627276,Product627276,6,159,163
627277,Product627277,14,54,55
627278,Product627278,6,20,49
627279,Product627279,4,192,107
627280,Product627280,25,242,168
627281,Product627281,21,34,147
627282,Product627282,4,15,121
627283,Product627283,15,375,12
627284,Product627284,3,3,16
627285,Product627285,20,329,191
627286,Product627286,22,437,157
627287,Product627287,5,43,63
627288,Product627288,19,185,101
627289,Product627289,20,182,126
627290,Product627290,29,130,199
627291,Product627291,26,230,126
627292,Product627292,21,461,197
627293,Product627293,26,355,12
627294,Product627294,27,497,7
627295,Product627295,28,484,162
627296,Product627296,18,80,189
627297,Product627297,6,61,65
627298,Product627298,18,2,89
627299,Product627299,8,54,68
627300,Product627300,25,85,127
627301,Product627301,26,193,1
627302,Product627302,6,250,183
627303,Product627303,8,67,30
627304,Product627304,15,204,11
627305,Product627305,20,119,167
627306,Product627306,18,11,174
627307,Product627307,19,433,177
627308,Product627308,10,445,173
627309,Product627309,16,488,165
627310,Product627310,13,186,14
627311,Product627311,18,23,8
627312,Product627312,25,49,137
627313,Product627313,14,88,6
627314,Product627314,21,275,68
627315,Product627315,17,456,164
627316,Product627316,14,305,161
627317,Product627317,15,356,51
627318,Product627318,14,91,123
627319,Product627319,16,493,137
627320,Product627320,12,63,36
627321,Product627321,21,291,168
627322,Product627322,9,151,98
627323,Product627323,8,63,123
627324,Product627324,20,60,176
627325,Product627325,17,114,61
627326,Product627326,9,240,107
627327,Product627327,5,178,100
627328,Product627328,28,194,146
627329,Product627329,6,81,43
627330,Product627330,18,426,70
627331,Product627331,14,431,184
627332,Product627332,3,93,70
627333,Product627333,24,233,121
627334,Product627334,16,11,72
627335,Product627335,3,453,49
627336,Product627336,24,188,40
627337,Product627337,3,1,111
627338,Product627338,17,393,54
627339,Product627339,24,171,64
627340,Product627340,5,319,149
627341,Product627341,12,317,79
627342,Product627342,21,10,50
627343,Product627343,17,378,84
627344,Product627344,28,30,60
627345,Product627345,7,385,107
627346,Product627346,6,497,55
627347,Product627347,24,478,173
627348,Product627348,14,120,62
627349,Product627349,18,396,126
627350,Product627350,4,82,94
627351,Product627351,8,241,29
627352,Product627352,3,175,149
627353,Product627353,20,298,180
627354,Product627354,21,419,115
627355,Product627355,19,253,113
627356,Product627356,13,421,69
627357,Product627357,25,313,130
627358,Product627358,18,34,108
627359,Product627359,12,348,168
627360,Product627360,29,28,29
627361,Product627361,18,455,102
627362,Product627362,26,354,160
627363,Product627363,29,438,103
627364,Product627364,16,230,3
627365,Product627365,8,220,157
627366,Product627366,14,51,192
627367,Product627367,1,355,9
627368,Product627368,7,135,100
627369,Product627369,21,400,132
627370,Product627370,14,125,111
627371,Product627371,18,452,181
627372,Product627372,25,440,90
627373,Product627373,28,472,88
627374,Product627374,6,226,47
627375,Product627375,6,174,184
627376,Product627376,18,180,53
627377,Product627377,2,309,98
627378,Product627378,5,406,92
627379,Product627379,26,54,106
627380,Product627380,18,234,193
627381,Product627381,10,438,38
627382,Product627382,4,23,19
627383,Product627383,11,365,84
627384,Product627384,27,185,6
627385,Product627385,8,324,192
627386,Product627386,7,231,119
627387,Product627387,11,55,117
627388,Product627388,24,297,67
627389,Product627389,11,465,145
627390,Product627390,3,350,102
627391,Product627391,5,274,128
627392,Product627392,7,269,127
627393,Product627393,4,129,184
627394,Product627394,26,464,5
627395,Product627395,21,38,93
627396,Product627396,10,361,162
627397,Product627397,7,172,51
627398,Product627398,18,367,179
627399,Product627399,22,412,85
627400,Product627400,29,16,121
627401,Product627401,3,51,157
627402,Product627402,16,10,95
627403,Product627403,3,173,105
627404,Product627404,3,475,174
627405,Product627405,8,364,198
627406,Product627406,9,126,45
627407,Product627407,26,345,4
627408,Product627408,3,484,139
627409,Product627409,24,322,53
627410,Product627410,25,224,84
627411,Product627411,21,133,157
627412,Product627412,5,446,181
627413,Product627413,29,93,135
627414,Product627414,16,37,88
627415,Product627415,22,305,139
627416,Product627416,5,150,153
627417,Product627417,17,75,80
627418,Product627418,11,388,182
627419,Product627419,16,354,41
627420,Product627420,28,127,129
627421,Product627421,3,294,11
627422,Product627422,11,472,64
627423,Product627423,14,373,96
627424,Product627424,28,378,154
627425,Product627425,15,139,55
627426,Product627426,17,18,19
627427,Product627427,29,210,170
627428,Product627428,27,487,84
627429,Product627429,4,130,93
627430,Product627430,26,105,2
627431,Product627431,17,319,108
627432,Product627432,11,316,11
627433,Product627433,29,281,143
627434,Product627434,26,436,167
627435,Product627435,14,87,33
627436,Product627436,28,133,49
627437,Product627437,27,136,98
627438,Product627438,20,196,84
627439,Product627439,15,108,141
627440,Product627440,4,440,102
627441,Product627441,27,363,26
627442,Product627442,13,196,165
627443,Product627443,17,489,85
627444,Product627444,24,46,14
627445,Product627445,28,327,148
627446,Product627446,27,207,189
627447,Product627447,5,63,136
627448,Product627448,16,254,188
627449,Product627449,15,381,193
627450,Product627450,21,209,90
627451,Product627451,8,197,170
627452,Product627452,15,469,188
627453,Product627453,7,306,168
627454,Product627454,16,22,67
627455,Product627455,2,39,16
627456,Product627456,13,312,95
627457,Product627457,17,179,110
627458,Product627458,16,369,171
627459,Product627459,25,351,20
627460,Product627460,28,290,64
627461,Product627461,8,411,94
627462,Product627462,6,307,188
627463,Product627463,27,166,145
627464,Product627464,29,277,152
627465,Product627465,6,2,103
627466,Product627466,20,497,43
627467,Product627467,21,181,121
627468,Product627468,14,247,59
627469,Product627469,26,90,149
627470,Product627470,27,414,61
627471,Product627471,19,304,26
627472,Product627472,21,490,23
627473,Product627473,16,195,158
627474,Product627474,22,312,134
627475,Product627475,20,161,109
627476,Product627476,25,81,81
627477,Product627477,26,206,76
627478,Product627478,5,397,40
627479,Product627479,8,35,113
627480,Product627480,29,243,27
627481,Product627481,11,483,54
627482,Product627482,29,480,45
627483,Product627483,1,451,77
627484,Product627484,2,325,23
627485,Product627485,12,422,95
627486,Product627486,3,331,40
627487,Product627487,24,120,56
627488,Product627488,19,39,198
627489,Product627489,26,277,169
627490,Product627490,9,98,168
627491,Product627491,19,450,12
627492,Product627492,12,358,186
627493,Product627493,17,438,123
627494,Product627494,28,411,138
627495,Product627495,19,353,41
627496,Product627496,8,196,144
627497,Product627497,1,67,110
627498,Product627498,9,156,179
627499,Product627499,28,175,50
627500,Product627500,15,4,2
627501,Product627501,11,172,129
627502,Product627502,21,44,146
627503,Product627503,13,284,159
627504,Product627504,24,444,92
627505,Product627505,9,19,76
627506,Product627506,13,375,11
627507,Product627507,11,358,88
627508,Product627508,12,393,109
627509,Product627509,19,217,144
627510,Product627510,6,186,194
627511,Product627511,5,321,164
627512,Product627512,10,221,132
627513,Product627513,4,329,71
627514,Product627514,6,135,9
627515,Product627515,1,421,59
627516,Product627516,23,419,85
627517,Product627517,8,216,21
627518,Product627518,8,21,162
627519,Product627519,7,250,118
627520,Product627520,6,433,47
627521,Product627521,27,38,19
627522,Product627522,20,275,187
627523,Product627523,7,63,74
627524,Product627524,13,273,195
627525,Product627525,15,194,76
627526,Product627526,4,330,98
627527,Product627527,19,276,119
627528,Product627528,2,278,133
627529,Product627529,15,176,33
627530,Product627530,19,426,93
627531,Product627531,14,88,126
627532,Product627532,4,44,77
627533,Product627533,4,81,83
627534,Product627534,17,437,154
627535,Product627535,3,403,98
627536,Product627536,2,433,13
627537,Product627537,23,89,137
627538,Product627538,29,29,26
627539,Product627539,24,184,47
627540,Product627540,11,137,86
627541,Product627541,14,148,157
627542,Product627542,19,276,69
627543,Product627543,8,156,46
627544,Product627544,25,186,191
627545,Product627545,22,111,82
627546,Product627546,2,306,6
627547,Product627547,17,30,70
627548,Product627548,6,442,133
627549,Product627549,5,200,124
627550,Product627550,4,235,16
627551,Product627551,12,40,101
627552,Product627552,2,241,186
627553,Product627553,12,73,58
627554,Product627554,14,431,133
627555,Product627555,13,436,148
627556,Product627556,27,63,36
627557,Product627557,14,239,124
627558,Product627558,11,497,159
627559,Product627559,18,247,75
627560,Product627560,9,153,196
627561,Product627561,10,35,71
627562,Product627562,6,376,101
627563,Product627563,13,155,16
627564,Product627564,11,408,24
627565,Product627565,4,17,148
627566,Product627566,6,296,22
627567,Product627567,4,186,154
627568,Product627568,21,137,190
627569,Product627569,10,71,160
627570,Product627570,23,39,183
627571,Product627571,19,190,155
627572,Product627572,28,182,67
627573,Product627573,12,334,37
627574,Product627574,15,138,66
627575,Product627575,8,167,126
627576,Product627576,21,488,157
627577,Product627577,23,220,13
627578,Product627578,22,78,35
627579,Product627579,23,320,153
627580,Product627580,17,361,91
627581,Product627581,13,452,177
627582,Product627582,11,190,32
627583,Product627583,8,139,142
627584,Product627584,20,233,171
627585,Product627585,24,65,144
627586,Product627586,28,82,192
627587,Product627587,29,421,43
627588,Product627588,22,136,45
627589,Product627589,23,404,71
627590,Product627590,4,387,126
627591,Product627591,4,379,101
627592,Product627592,15,11,114
627593,Product627593,16,136,152
627594,Product627594,8,246,65
627595,Product627595,16,331,151
627596,Product627596,4,356,99
627597,Product627597,4,289,36
627598,Product627598,10,391,39
627599,Product627599,26,6,140
627600,Product627600,17,398,81
627601,Product627601,3,19,125
627602,Product627602,21,250,199
627603,Product627603,27,276,41
627604,Product627604,22,86,25
627605,Product627605,18,181,160
627606,Product627606,2,386,106
627607,Product627607,9,459,137
627608,Product627608,22,255,94
627609,Product627609,22,232,176
627610,Product627610,29,303,117
627611,Product627611,15,178,35
627612,Product627612,20,495,5
